month,level_1,level_2,level_3,value
2010-08,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,12417.4
2010-08,Total International Visitor Arrivals By Country Of Residence,Americas,USA,35354.2
2010-08,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,6775.8
2010-08,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,74198.7
2010-08,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,8305.6
2010-09,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,430615.4
2010-09,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,42545.2
2010-09,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,33708.3
2010-09,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,16027.9
2010-09,Total International Visitor Arrivals By Country Of Residence,Asia,India,68047.6
2010-09,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1760.2
2010-09,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,6368.2
2010-09,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,35620.6
2010-09,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,17102
2010-09,Total International Visitor Arrivals By Country Of Residence,Europe,France,10273
2010-09,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,4158.9
2010-09,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,6242.5
2010-09,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,5808.4
2010-09,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,10568.6
2010-09,Total International Visitor Arrivals By Country Of Residence,Americas,USA,35283.2
2010-09,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,6607.5
2010-09,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,74457.7
2010-09,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,8301.2
2010-10,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,429103.6
2010-10,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,43294
2010-10,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,36215.4
2010-10,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,15833
2010-10,Total International Visitor Arrivals By Country Of Residence,Asia,India,72512.5
2010-10,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1706.4
2010-10,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,6567.7
2010-10,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,37315.5
2010-10,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,17480.9
2010-10,Total International Visitor Arrivals By Country Of Residence,Europe,France,10918.2
2010-10,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,4036.8
2010-10,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,6097.2
2010-10,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,6287.7
2010-10,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,10559.4
2010-10,Total International Visitor Arrivals By Country Of Residence,Americas,USA,37331.6
2010-10,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,6470.8
2010-10,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,71415.9
2010-10,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,7977.1
2010-11,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,425641.9
2010-11,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,48062.7
2010-11,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,35462.9
2010-11,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,16242.7
2010-11,Total International Visitor Arrivals By Country Of Residence,Asia,India,74255.9
2010-11,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1733.7
2010-11,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,6341.4
2010-11,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,39919.9
2010-11,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,20313.8
2010-11,Total International Visitor Arrivals By Country Of Residence,Europe,France,12521.7
2010-11,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,4605.2
2010-11,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,6236.4
2010-11,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,6320.6
2010-11,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,9994.5
2010-11,Total International Visitor Arrivals By Country Of Residence,Americas,USA,34838.9
2010-11,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,6215.8
2010-11,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,72703.4
2010-11,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,8505.4
2010-12,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,439882.7
2010-12,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,47117.6
2010-12,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,35435.4
2010-12,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,15875
2010-12,Total International Visitor Arrivals By Country Of Residence,Asia,India,70013.8
2010-12,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1811.3
2010-12,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,7236.1
2010-12,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,38048
2010-12,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,17413.9
2010-12,Total International Visitor Arrivals By Country Of Residence,Europe,France,11475
2010-12,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,4422.3
2010-12,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,6409.4
2010-12,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,6128.8
2010-12,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,10204.1
2010-12,Total International Visitor Arrivals By Country Of Residence,Americas,USA,33902.9
2010-12,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,6484.5
2010-12,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,76989
2010-12,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,7686.3
2011-01,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,433655.2
2011-01,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,51371.2
2011-01,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,37819.7
2011-01,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,17030
2011-01,Total International Visitor Arrivals By Country Of Residence,Asia,India,72018.4
2011-01,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1800.6
2011-01,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,6930.5
2011-01,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,36898
2011-01,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,17816.2
2011-01,Total International Visitor Arrivals By Country Of Residence,Europe,France,11727.5
2011-01,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,4503.4
2011-01,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,6569.3
2011-01,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,6455.2
2011-01,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,10019.5
2011-01,Total International Visitor Arrivals By Country Of Residence,Americas,USA,37180.2
2011-01,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,6559.2
2011-01,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,79256.6
2011-01,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,7784.7
2011-02,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,453660.2
2011-02,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,58985.7
2011-02,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,36668.3
2011-02,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,16338.4
2011-02,Total International Visitor Arrivals By Country Of Residence,Asia,India,69754.3
2011-02,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1728.6
2011-02,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,7288.2
2011-02,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,34119.8
2011-02,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,17270.9
2011-02,Total International Visitor Arrivals By Country Of Residence,Europe,France,10829.3
2011-02,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,4086.4
2011-02,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,6245.1
2011-02,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,6401.2
2011-02,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,9398.3
2011-02,Total International Visitor Arrivals By Country Of Residence,Americas,USA,33918.2
2011-02,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,6073.8
2011-02,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,77326.7
2011-02,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,7637.2
2011-03,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,438878.3
2011-03,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,49837.2
2011-03,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,36716.5
2011-03,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,17074.8
2011-03,Total International Visitor Arrivals By Country Of Residence,Asia,India,68071
2011-03,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1594.7
2011-03,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,6841.7
2011-03,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,36486.8
2011-03,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,17008.4
2011-03,Total International Visitor Arrivals By Country Of Residence,Europe,France,11167
2011-03,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,4956.1
2011-03,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,6762.4
2011-03,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,6502.5
2011-03,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,10115.4
2011-03,Total International Visitor Arrivals By Country Of Residence,Americas,USA,37910
2011-03,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,7355.5
2011-03,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,77850.6
2011-03,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,10035
2011-04,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,451767.7
2011-04,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,49409.3
2011-04,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,44059.7
2011-04,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,19848.2
2011-04,Total International Visitor Arrivals By Country Of Residence,Asia,India,73894.5
2011-04,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1826.8
2011-04,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,6540.4
2011-04,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,42869.3
2011-04,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,17973.1
2011-04,Total International Visitor Arrivals By Country Of Residence,Europe,France,11269.3
2011-04,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,4312.6
2011-04,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,6881.3
2011-04,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,6622.3
2011-04,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,9522.2
2011-04,Total International Visitor Arrivals By Country Of Residence,Americas,USA,36475.2
2011-04,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,7169.2
2011-04,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,85805.8
2011-04,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,12062.8
2011-05,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,440103.7
2011-05,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,51475.2
2011-05,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,40860.7
2011-05,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,20509.7
2011-05,Total International Visitor Arrivals By Country Of Residence,Asia,India,71839.9
2011-05,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1948.6
2011-05,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,6672.4
2011-05,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,38174
2011-05,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,17068.1
2011-05,Total International Visitor Arrivals By Country Of Residence,Europe,France,11142
2011-05,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,4501.1
2011-05,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,6651.1
2011-05,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,6364
2011-05,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,9188.1
2011-05,Total International Visitor Arrivals By Country Of Residence,Americas,USA,37190.7
2011-05,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,7045.1
2011-05,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,81855.3
2011-05,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,12563
2011-06,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,457033.2
2011-06,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,45960.2
2011-06,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,39827.1
2011-06,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,21406.8
2011-06,Total International Visitor Arrivals By Country Of Residence,Asia,India,71875.4
2011-06,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1736.1
2011-06,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,6335.2
2011-06,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,36211.6
2011-06,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,18130.3
2011-06,Total International Visitor Arrivals By Country Of Residence,Europe,France,10947.6
2011-06,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,4289.7
2011-06,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,6488.2
2011-06,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,6536.9
2011-06,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,10328
2011-06,Total International Visitor Arrivals By Country Of Residence,Americas,USA,36387.3
2011-06,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,6780.1
2011-06,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,83093
2011-06,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,11136.2
2011-07,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,465110.1
2011-07,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,55187.1
2011-07,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,40599.9
2011-07,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,22230.8
2011-07,Total International Visitor Arrivals By Country Of Residence,Asia,India,74226.3
2011-07,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1774.6
2011-07,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,8269.6
2011-07,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,35959
2011-07,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,18289.1
2011-07,Total International Visitor Arrivals By Country Of Residence,Europe,France,12039.1
2011-07,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,4347.8
2011-07,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,6999.5
2011-07,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,6339.4
2011-07,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,11340.7
2011-07,Total International Visitor Arrivals By Country Of Residence,Americas,USA,37596.1
2011-07,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,7068.3
2011-07,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,79856
2011-07,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,11064.9
2011-08,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,456458.3
2011-08,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,55927.5
2011-08,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,35820.8
2011-08,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,20695
2011-08,Total International Visitor Arrivals By Country Of Residence,Asia,India,71333.6
2011-08,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1215.8
2011-08,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,6279.7
2011-08,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,36485.9
2011-08,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,18116.9
2011-08,Total International Visitor Arrivals By Country Of Residence,Europe,France,11431.6
2011-08,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,3926.1
2011-08,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,7074.9
2011-08,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,6344.1
2011-08,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,10786.3
2011-08,Total International Visitor Arrivals By Country Of Residence,Americas,USA,35841.8
2011-08,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,6934.5
2011-08,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,79172.8
2011-08,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,10501.6
2011-09,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,457907.2
2011-09,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,59113.6
2011-09,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,37837.9
2011-09,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,22522
2011-09,Total International Visitor Arrivals By Country Of Residence,Asia,India,72069.2
2011-09,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1756.5
2011-09,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,7017.7
2011-09,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,37309.4
2011-09,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,18602.3
2011-09,Total International Visitor Arrivals By Country Of Residence,Europe,France,12835.2
2011-09,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,4296.2
2011-09,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,6912.7
2011-09,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,6671.2
2011-09,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,11766.2
2011-09,Total International Visitor Arrivals By Country Of Residence,Americas,USA,37465
2011-09,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,7025.4
2011-09,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,78845.8
2011-09,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,8719.3
2011-10,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,455705
2011-10,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,58078.9
2011-10,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,34950.5
2011-10,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,20810.6
2011-10,Total International Visitor Arrivals By Country Of Residence,Asia,India,74962.1
2011-10,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1832.6
2011-10,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,6771.7
2011-10,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,36282.5
2011-10,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,18488
2011-10,Total International Visitor Arrivals By Country Of Residence,Europe,France,12055.6
2011-10,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,4645.6
2011-10,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,6984.9
2011-10,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,6821.5
2011-10,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,11543.8
2011-10,Total International Visitor Arrivals By Country Of Residence,Americas,USA,38128.8
2011-10,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,7271.4
2011-10,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,79172.8
2011-10,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,9186.1
2011-11,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,448570
2011-11,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,57295.5
2011-11,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,37838.1
2011-11,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,20106.5
2011-11,Total International Visitor Arrivals By Country Of Residence,Asia,India,73473.7
2011-11,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1859.3
2011-11,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,7219.4
2011-11,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,36537.9
2011-11,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,21071.8
2011-11,Total International Visitor Arrivals By Country Of Residence,Europe,France,12063.1
2011-11,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,4890.7
2011-11,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,6770.2
2011-11,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,7058.7
2011-11,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,11939.3
2011-11,Total International Visitor Arrivals By Country Of Residence,Americas,USA,37489.4
2011-11,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,7633.6
2011-11,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,79766.7
2011-11,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,10289.5
2011-12,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,462030.5
2011-12,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,60477.9
2011-12,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,38919
2011-12,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,20507.8
2011-12,Total International Visitor Arrivals By Country Of Residence,Asia,India,74973.2
2011-12,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1875.3
2011-12,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,7850.5
2011-12,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,35858.3
2011-12,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,20681.1
2011-12,Total International Visitor Arrivals By Country Of Residence,Europe,France,13187.7
2011-12,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,5185.9
2011-12,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,6750.1
2011-12,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,6871.9
2011-12,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,12530.5
2011-12,Total International Visitor Arrivals By Country Of Residence,Americas,USA,35753.3
2011-12,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,6486.2
2011-12,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,75448.2
2011-12,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,10730
2012-01,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,467050
2012-01,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,58885.3
2012-01,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,32000
2012-01,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,21537.4
2012-01,Total International Visitor Arrivals By Country Of Residence,Asia,India,70126.1
2012-01,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1875
2012-01,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,7003.5
2012-01,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,35540.8
2012-01,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,24100.4
2012-01,Total International Visitor Arrivals By Country Of Residence,Europe,France,11733
2012-01,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,5379.7
2012-01,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,6804.4
2012-01,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,6726.6
2012-01,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,13204.1
2012-01,Total International Visitor Arrivals By Country Of Residence,Americas,USA,37607.3
2012-01,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,6926.8
2012-01,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,74542.9
2012-01,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,10736.8
2012-02,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,511632.9
2012-02,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,62321.5
2012-02,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,46996.3
2012-02,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,26524.2
2012-02,Total International Visitor Arrivals By Country Of Residence,Asia,India,77446.9
2012-02,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1865.2
2012-02,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,7116.8
2012-02,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,38996.5
2012-02,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,23644.6
2012-02,Total International Visitor Arrivals By Country Of Residence,Europe,France,14477.9
2012-02,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,5719.8
2012-02,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,7325.4
2012-02,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,7532
2012-02,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,14788.8
2012-02,Total International Visitor Arrivals By Country Of Residence,Americas,USA,40832.8
2012-02,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,7118.6
2012-02,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,85991.6
2012-02,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,11020.7
2012-03,Total International Visitor Arrivals By Country Of Residence,Asia,ASEAN,490766.8
2012-03,Total International Visitor Arrivals By Country Of Residence,Asia,Japan,61520.7
2012-03,Total International Visitor Arrivals By Country Of Residence,Asia,Hong Kong,39911
2012-03,Total International Visitor Arrivals By Country Of Residence,Asia,Taiwan,24764.8
2012-03,Total International Visitor Arrivals By Country Of Residence,Asia,India,76459.3
2012-03,Total International Visitor Arrivals By Country Of Residence,Asia,Pakistan,1739.3
2012-03,Total International Visitor Arrivals By Country Of Residence,Asia,Sri Lanka,6419.8
2012-03,Total International Visitor Arrivals By Country Of Residence,Europe,United Kingdom,38421.9
2012-03,Total International Visitor Arrivals By Country Of Residence,Europe,Germany,21272.8
2012-03,Total International Visitor Arrivals By Country Of Residence,Europe,France,12732.4
2012-03,Total International Visitor Arrivals By Country Of Residence,Europe,Italy,5899.5
2012-03,Total International Visitor Arrivals By Country Of Residence,Europe,Netherlands,6735.1
2012-03,Total International Visitor Arrivals By Country Of Residence,Europe,Switzerland,7450.1
2012-03,Total International Visitor Arrivals By Country Of Residence,Europe,CIS & Eastern Europe,12800.2
2012-03,Total International Visitor Arrivals By Country Of Residence,Americas,USA,39660
2012-03,Total International Visitor Arrivals By Country Of Residence,Americas,Canada,7627
2012-03,Total International Visitor Arrivals By Country Of Residence,Oceania,Australia,84341.6
2012-03,Total International Visitor Arrivals By Country Of Residence,Oceania,New Zealand,10648.6
